movie_name,movie_description,target,id
The Zero Theorem,"Hired to crack a theorem, reclusive computer genius Qohen Leth (Christoph Waltz) begins to make headway until his controlled world is interrupted by seductive Bainsley (Mélanie Thierry) and turbulent Bob (Lucas Hedges).",Drama,15dc584e
Toad Road,"Sara talks James into taking her to Toad Road, a place that is rumored to be a doorway to the Seven Gates of Hell.",Horror,6fc00460
Tunnel,A car salesman (Ha Jung-woo) fights for survival inside a collapsed tunnel while rescue workers race against time to free him.,Drama,d563ee8d
White Fang,"This adaptation of Jack London's wilderness tale focuses on young Jack Conroy (Ethan Hawke), who has arrived in Alaska to search for a gold mine. When Jack encounters White Fang, a dog/wolf hybrid who has been cruelly treated by his owner, Beauty Smith (James Remar), he rescues the canine from the jaws of death during a fight with a fierce bulldog. Aided by his friend Alex Larson (Klaus Maria Brandauer), Jack nurses White Fang back to health, and the animal becomes a close companion to the men.",Kids,ec36d82d
Who Killed Captain Alex?,War erupts between a mafia group and soldiers.,Action,faca9152
Woodshock,"A haunted young woman spirals into confusion and chaos after she falls under the spell of a potent, reality-altering drug.",Drama,9da920e0
Your Sister's Sister,"A man (Mark Duplass) falls into bed with his best friend's (Emily Blunt) sister (Rosemarie DeWitt), leading to an unexpected love triangle when his friend arrives the next day.",Comedy,5a115f1e
1945,A village is forced to face up to its ill-gotten gains from World War II.,Drama,7fedac02
A Promise to Astrid,Astrid is a remarkable women who uses unconventional methods to change the lives of everyone in a community.,Drama,08fd686b
Airport '77,"The story about the mid-air hijack of a multi-millionaire's private 747 carrying a collection of priceless works of art. The terrified pilot is forced by the hijackers to fly low to avoid radar detection and, as a result, the plane hits an oil rig and crashes into the sea. As the stricken airliner sinks, its passengers and crew are faced with a nightmare fight for survival.",Mystery,e086420e
Assassins,"Assassin Robert Rath (Sylvester Stallone) arrives at a funeral to kill a prominent mobster, only to witness rival hired gun Miguel Bain (Antonio Banderas) complete the job for him -- with grisly results. Horrified by the murder of innocent bystanders, Rath decides to take one last job and then return to civilian life. But finding his way out of the world of contract killing grows ever more dangerous as Rath falls for his target, Electra (Julianne Moore), and becomes a marked man himself.",Action,fea14e45
Bad Guy,A gangster (Cho Jae-hyun) meets a college student (Seo Won) who is desperate for money and forces her into prostitution.,Drama,24d20056
Barely Legal,"Three lifelong friends (Jeneta St. Clair, Lisa Younger, Melissa Johnston) make a vow to lose their virginity.",Comedy,bb39079d
Barely Lethal,"Seeking a normal adolescence, a special-operations agent (Hailee Steinfeld) fakes her own death and enrolls in high school as an exchange student.",Action,31fa4989
Cookie's Fortune,"After learning that her aunt, an elderly Mississippi widow (Patricia Neal), has taken her own life, Camille (Glenn Close) hatches an unusual postmortem plan. With her sister (Julianne Moore) in tow, Camille hides evidence that points to suicide, deciding instead to make the death look like a murder. Her scheme, fueled by vanity and greed, is not victimless, as it appears that a local handyman (Charles S. Dutton) might take the fall for a crime that never occurred.",Comedy,39466bd1
Down by Law,"A disc jockey (Tom Waits), a pimp (John Lurie) and an Italian tourist (Roberto Benigni) escape from jail in New Orleans.",Comedy,36b0b733
Greenberg,"Roger Greenberg (Ben Stiller), a failed musician now making a living as a carpenter in New York, returns to Los Angeles to house-sit for his brother (Chris Messina). He is stranded there -- since he doesn't drive -- until his brother's assistant, Florence (Greta Gerwig), comes to his rescue. She is as much a lost soul as he is, and as the pair begin spending more time together, they form a significant connection -- giving Roger a much-needed reason to be happy.",Comedy,ca260724
Inherit the Wind,"In the 1920s, Tennessee schoolteacher Bertram Cates (Dick York) is put on trial for violating the Butler Act, a state law that prohibits public school teachers from teaching evolution instead of creationism. Drawing intense national attention in the media with writer E. K. Hornbeck (Gene Kelly) reporting, two of the nation's leading lawyers go head to head: Matthew Harrison Brady (Fredric March) for the prosecution, and Henry Drummond (Spencer Tracy) for the defense.",Drama,94b0b58e
Mardaani 2,Shivani Shivaji Roy locks horns with a remorseless serial killer who is raping and murdering young women.,Action,accdcc41
Mirage,"A space-time continuum glitch allows a woman to save a boy's life in the past, but it causes the loss of her daughter.",Drama,d3b1ba6a
Otherhood,"Feeling forgotten on Mother's Day, three best friends drive from the suburbs to New York City to reconnect with their adult sons.",Comedy,f1332007
Ride or Die,"Rei helps the woman she’s been in love with for years escape her abusive husband. While on the run, their feelings for each other catch fire.",Mystery,8072206e
Saving Face,"Wil (Michelle Krusiec) is a lesbian, but she not dare tell her widowed mother, Hwei-lan (Joan Chen), or her very traditional grandparents. She's shocked, however, to find out she's not the only one in her family with romantic secrets when she learns that her 48-year-old mother is pregnant. Unwilling to reveal who the father is, Hwei-lan is kicked out of her parents' home and must move in with Wil, which puts a strain on Wil's budding relationship with openly gay Vivian (Lynn Chen).",Comedy,4dbfc128
Spooky Buddies,"In a race against a no-good hound, the Buddies and their new friends, Pip, Zelda, Rodney and Skip, must stop Warwick the Warlock and save the world from his dastardly deeds.",Kids,574861e0
Static,A couple dealing with marital problems after the death of their child find their life further complicated by a strange visitor.,Horror,8e985e7f
Teen Wolf Too,"Although awkward college student Todd Howard (Jason Bateman) is particularly adept at science, he's paying for school with an athletic scholarship that he will lose should he not fare well in an upcoming boxing tournament. Luckily for Todd, he has inherited the same family curse that once turned his cousin into a werewolf. As he transforms into the hairy, fanged, howling monster, he finds both his physical agility and his popularity skyrocketing -- but at what cost?",Comedy,f2b7f2c8
The Red Violin,"The intricate history of a beautiful antique violin is traced from its creation in Cremona, Italy, in 1681, where a legendary violin maker (Carlo Cecchi) paints it with his dead wife's blood to keep her memory alive, to an auction house in modern-day Montreal, where it draws the eye of an expert appraiser (Samuel L. Jackson). Over the years between, the violin travels through four different countries, where it has a profound impact on all those who own it.",Drama,14f58bc5
The Trial,"When police officers arrive at his home to tell him that he's under ""open arrest,"" unassuming bureaucrat Josef K. (Anthony Perkins) can't imagine what kind of crime he might have committed. He consults first his neighbor (Jeanne Moreau) about the incident, then the courts, then a pompous law advocate (Orson Welles), all to no avail. Ironically, Joseph is able to learn of his sentence -- he is to be put to death -- but the nature of the charge against him remains elusive.",Drama,733d5f7b
The Wrath,A tragedy befalls a family and leads to the discovery that a spirit haunts their home.,Horror,0a2de7a5
Trapped,"When Will (Stuart Townsend) and Karen (Charlize Theron) Jennings are held hostage and their daughter is abducted, a relentless plan is set in motion that will challenge everything they took for granted. Joe (Kevin Bacon) and Cheryl (Courtney Love) Hickey, along with their cousin Marvin (Pruitt Taylor Vince), have orchestrated the foolproof plan to extort money from wealthy families. As the plan escalates and unravels, Will and Karen are pushed to the limit to get their daughter back alive.",Mystery,41793a9f
